customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
QQ25666,Arizona,M,High School or Below,,60120.0,182.0,0,Personal Auto,Luxury Car,716.469391
VE72838,Arizona,F,High School or Below,,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
ZN27809,Oregon,F,College,,0.0,116.0,0,Personal Auto,SUV,820.018767
IZ71030,California,F,College,,69446.0,64.0,1,Personal Auto,Four-Door Car,26.731452
LU79958,Washington,F,Bachelor,,0.0,73.0,4,Personal Auto,Four-Door Car,801.0223679999999
KT30737,California,M,College,,0.0,119.0,0,Corporate Auto,SUV,856.8
IU32539,California,F,Bachelor,,50886.0,95.0,1,Personal Auto,Two-Door Car,620.10464
UI73924,Oregon,F,Bachelor,,55257.0,64.0,3,Personal Auto,Two-Door Car,209.596158
RZ89359,California,F,College,,61883.0,62.0,0,Personal Auto,Four-Door Car,18.077998
CE21829,Oregon,M,College,,37233.0,136.0,0,Personal Auto,SUV,242.545602
BU17847,Arizona,M,Master,,37722.0,116.0,0,Personal Auto,Sports Car,158.077504
XA63646,California,F,Master,,81883.0,114.0,0,Personal Auto,Four-Door Car,376.002146
EA40332,Oregon,M,Bachelor,,35822.0,197.0,0,Personal Auto,SUV,1404.868905
KB75939,Oregon,F,Bachelor,,23059.0,126.0,0,Corporate Auto,Sports Car,95.845811
PR98117,Oregon,F,Bachelor,,97666.0,66.0,0,Personal Auto,Four-Door Car,136.27248
ZE62067,Arizona,M,Master,,26057.0,74.0,0,Corporate Auto,Four-Door Car,523.8888450000001
AU45793,Arizona,M,Doctor,,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.83466800000001
RE29131,Oregon,F,College,,75648.0,108.0,0,Personal Auto,SUV,112.66091599999999
FZ19620,Oregon,M,High School or Below,,0.0,96.0,0,Corporate Auto,Four-Door Car,1120.677126
HM93220,Arizona,F,High School or Below,,25852.0,135.0,1,Personal Auto,Sports Car,648.0
BO94261,Arizona,M,Doctor,,0.0,68.0,1,Personal Auto,Four-Door Car,100.212651
TC18805,Washington,M,Bachelor,,13207.0,137.0,2,Personal Auto,SUV,392.920864
UQ24268,Oregon,F,High School or Below,,0.0,82.0,0,Personal Auto,Four-Door Car,393.6
NF25863,Nevada,M,High School or Below,,32150.0,98.0,0,Personal Auto,Two-Door Car,470.4
FD98839,Oregon,M,College,,52674.0,73.0,0,Personal Auto,Two-Door Car,166.5492
FN99437,California,M,College,,91653.0,111.0,0,Corporate Auto,SUV,343.98412
DZ35379,Arizona,F,High School or Below,,69512.0,72.0,0,Personal Auto,Two-Door Car,196.977247
IA67715,California,F,High School or Below,,67332.0,192.0,0,Personal Auto,Luxury Car,921.6
JG61793,Washington,M,High School or Below,,0.0,98.0,2,Personal Auto,Four-Door Car,705.6
CR41258,Nevada,M,College,,53304.0,65.0,0,Personal Auto,Four-Door Car,116.322725
BE75190,California,M,College,,28754.0,89.0,0,Corporate Auto,Four-Door Car,427.2
EW16697,Arizona,F,High School or Below,,50201.0,64.0,0,Personal Auto,Two-Door Car,99.894584
HI60054,California,F,Bachelor,,51593.0,80.0,2,Personal Auto,Two-Door Car,202.905809
MU57098,Oregon,F,Bachelor,,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
WB21698,California,F,High School or Below,,31974.0,92.0,0,Personal Auto,Four-Door Car,388.135527
MU75490,Oregon,M,Bachelor,,31756.0,107.0,0,Corporate Auto,SUV,415.850776
UA44429,California,F,College,,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
PP64004,Nevada,F,Bachelor,,20369.0,105.0,0,Personal Auto,SUV,1126.65778
FI77477,Washington,M,College,,0.0,126.0,0,Personal Auto,SUV,907.2
NT40494,California,F,High School or Below,,66933.0,63.0,0,Personal Auto,Four-Door Car,160.52105
YM98727,California,F,High School or Below,,39843.0,109.0,1,Personal Auto,Four-Door Car,523.2
NT77164,Arizona,M,Doctor,,16686.0,71.0,0,Personal Auto,Four-Door Car,125.510669
IL91509,Oregon,F,Bachelor,,0.0,190.0,1,Special Auto,Luxury Car,1398.023248
PS47550,California,F,High School or Below,,80237.0,108.0,0,Personal Auto,SUV,776.601764
PK66498,California,M,High School or Below,,72897.0,73.0,0,Personal Auto,Two-Door Car,507.709291
NG93751,California,M,Bachelor,,46435.0,82.0,0,Corporate Auto,Two-Door Car,350.325879
KL84615,Arizona,M,High School or Below,,0.0,68.0,2,Personal Auto,Four-Door Car,469.278843
AP27994,Oregon,F,High School or Below,,23124.0,112.0,0,Special Auto,Sports Car,537.6
TP20456,Arizona,M,High School or Below,,45310.0,229.0,0,Personal Auto,Luxury SUV,1550.375183
OB21477,Oregon,M,College,,53437.0,91.0,0,Personal Auto,Two-Door Car,436.8
LH80781,Washington,F,College,,0.0,73.0,1,Personal Auto,Four-Door Car,655.791955
UU70820,Arizona,F,College,,27880.0,74.0,0,Personal Auto,Four-Door Car,199.44429399999999
ER66372,California,F,Bachelor,,45963.0,63.0,2,Personal Auto,Four-Door Car,302.4
XD81935,Oregon,F,Bachelor,,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108
AT30076,Nevada,F,High School or Below,,31727.0,92.0,0,Personal Auto,Four-Door Car,495.750669
EW34576,Arizona,F,High School or Below,,53071.0,72.0,0,Corporate Auto,Four-Door Car,386.22589700000003
XC14741,California,M,High School or Below,,97735.0,73.0,0,Corporate Auto,Four-Door Car,188.667196
PG84165,California,M,High School or Below,,0.0,77.0,0,Personal Auto,Four-Door Car,554.4
CN16311,Oregon,F,Master,,52218.0,68.0,0,Corporate Auto,Four-Door Car,33.781673
TZ19823,California,F,Bachelor,,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6
NC34154,California,F,High School or Below,,17950.0,71.0,2,Special Auto,Two-Door Car,340.8
LQ50657,Arizona,F,High School or Below,,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0
JL16084,Arizona,F,College,,0.0,95.0,0,Personal Auto,Four-Door Car,564.302867
CJ81391,Oregon,M,College,,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
WQ89892,Washington,F,College,,0.0,70.0,1,Special Auto,Two-Door Car,336.0
JW70372,Arizona,F,Doctor,,61233.0,89.0,2,Personal Auto,Four-Door Car,181.287697
AW17574,Nevada,F,Bachelor,,0.0,129.0,0,Corporate Auto,SUV,628.366119
GL66847,Arizona,F,Bachelor,,62902.0,69.0,0,Personal Auto,Two-Door Car,159.383042
DC62428,Arizona,M,High School or Below,,20244.0,65.0,0,Personal Auto,Four-Door Car,312.0
KR54589,California,F,High School or Below,,86812.0,73.0,0,Personal Auto,Four-Door Car,45.472477000000005
BC47264,California,F,College,,62192.0,98.0,0,Special Auto,Two-Door Car,243.292609
SN58128,Oregon,F,College,,34948.0,130.0,0,Personal Auto,SUV,443.78643700000003
TD97297,Oregon,M,Bachelor,,35456.0,109.0,0,Personal Auto,Sports Car,505.082702
TK13024,Oregon,M,College,,80640.0,111.0,0,Personal Auto,SUV,313.270725
LR97507,Arizona,M,High School or Below,,0.0,74.0,0,Corporate Auto,Four-Door Car,663.4237820000001
KC14861,Oregon,M,High School or Below,,91193.0,185.0,1,Personal Auto,Luxury SUV,1.587888
DC37886,Arizona,F,High School or Below,,73692.0,67.0,0,Personal Auto,Two-Door Car,24.843535
SP56326,Arizona,F,High School or Below,,12195.0,101.0,0,Personal Auto,Four-Door Car,670.581817
OQ99704,Washington,F,Bachelor,,52801.0,100.0,0,Personal Auto,SUV,475.20088
GQ92754,Nevada,M,College,,0.0,87.0,0,Personal Auto,Four-Door Car,417.6
DX28320,California,F,High School or Below,,0.0,72.0,2,Personal Auto,Four-Door Car,594.6837519999999
BM83544,Arizona,F,Bachelor,,0.0,108.0,0,Personal Auto,SUV,518.4
YB96664,Washington,M,Bachelor,,75644.0,65.0,3,Corporate Auto,Two-Door Car,467.803638
RO90746,California,F,High School or Below,,60192.0,220.0,0,Personal Auto,Luxury Car,1056.0
UV46349,Oregon,F,Bachelor,,0.0,90.0,2,Personal Auto,Four-Door Car,134.44278300000002
MY32188,Oregon,M,Bachelor,,0.0,74.0,0,Corporate Auto,Two-Door Car,355.2
OV87950,California,M,College,,29242.0,73.0,0,Personal Auto,Two-Door Car,350.4
ZG82132,Oregon,F,Bachelor,,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
LZ31103,Oregon,F,College,,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
HO79663,Arizona,F,Doctor,,45281.0,104.0,1,Personal Auto,Sports Car,65.03063
RS57109,Arizona,F,Bachelor,,51193.0,104.0,2,Personal Auto,Two-Door Car,97.313649
NA21420,Oregon,F,Bachelor,,62074.0,67.0,0,Corporate Auto,Four-Door Car,49.435556
MY98825,California,F,Bachelor,,64304.0,68.0,0,Corporate Auto,Two-Door Car,65.471028
VW73816,Oregon,M,Bachelor,,73795.0,116.0,1,Personal Auto,SUV,501.716934
FN66189,Oregon,F,College,,84376.0,96.0,0,Personal Auto,Four-Door Car,43.578516
HU75748,Arizona,F,High School or Below,,0.0,66.0,1,Personal Auto,Two-Door Car,470.691875
OS11465,Oregon,M,High School or Below,,79153.0,106.0,0,Special Auto,SUV,508.8
UY61913,Oregon,M,College,,17950.0,118.0,0,Personal Auto,SUV,425.489592
OD70577,Arizona,F,College,,0.0,80.0,1,Personal Auto,Two-Door Car,962.526106
DC91024,Oregon,M,Bachelor,,0.0,69.0,0,Personal Auto,Two-Door Car,331.2
VQ67172,Oregon,F,College,,0.0,72.0,0,Corporate Auto,Four-Door Car,622.992063
MF23895,Arizona,F,College,,58139.0,65.0,1,Corporate Auto,Four-Door Car,33.171413
AA10041,California,M,High School or Below,,0.0,113.0,0,Personal Auto,SUV,1258.327804
DV36320,California,F,High School or Below,,80991.0,223.0,0,Personal Auto,Luxury SUV,937.327881
UE72026,California,F,College,,69678.0,126.0,0,Personal Auto,Sports Car,306.818754
SE78641,Arizona,M,Bachelor,,0.0,67.0,0,Personal Auto,Two-Door Car,577.385463
YC69616,Arizona,F,College,,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6
SM10254,Oregon,F,Bachelor,,13037.0,124.0,0,Personal Auto,SUV,839.348464
AG45299,California,M,College,,76763.0,108.0,0,Personal Auto,SUV,186.459607
KS45476,Washington,F,High School or Below,,50461.0,131.0,0,Personal Auto,Sports Car,810.06514
No69427,California,M,High School or Below,,69604.0,70.0,0,Corporate Auto,Four-Door Car,112.33660400000001
BA52133,California,M,Master,,22908.0,68.0,0,Personal Auto,Four-Door Car,387.774781
WT59944,California,F,College,,68273.0,146.0,0,Personal Auto,Sports Car,76.475359
XV30885,California,M,College,,95550.0,116.0,1,Personal Auto,SUV,381.57026099999996
LU79865,Nevada,M,Bachelor,,88370.0,74.0,1,Personal Auto,Four-Door Car,355.2
BL29046,Oregon,F,Doctor,,68931.0,66.0,0,Corporate Auto,Four-Door Car,309.577946
AM34581,Oregon,F,Bachelor,,24432.0,87.0,3,Corporate Auto,Two-Door Car,71.10847
YN75239,Oregon,M,College,,77577.0,199.0,1,Personal Auto,Luxury SUV,35.768916
OJ84485,California,M,High School or Below,,12607.0,110.0,0,Personal Auto,SUV,528.0
JA12995,Oregon,F,College,,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
OD85990,Oregon,F,Bachelor,,23474.0,102.0,0,Corporate Auto,SUV,489.6
NZ57264,California,M,Bachelor,,0.0,113.0,0,Personal Auto,SUV,813.6
OL39995,Oregon,M,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,360.48068900000004
LK51620,California,M,High School or Below,,98478.0,106.0,0,Corporate Auto,Four-Door Car,508.8
ZB91993,Arizona,M,College,,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8
SZ60342,Arizona,M,College,,51071.0,65.0,0,Personal Auto,Two-Door Car,312.0
WE80653,Oregon,F,Bachelor,,0.0,103.0,2,Personal Auto,SUV,2.4550330000000002
EE28119,Arizona,F,Bachelor,,69921.0,118.0,2,Personal Auto,Two-Door Car,373.227044
GA49547,Washington,M,High School or Below,,36357.0,68.0,0,Personal Auto,Four-Door Car,17.269323
BA92673,Oregon,F,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,40.622304
PT70350,Oregon,M,High School or Below,,27607.0,104.0,0,Corporate Auto,Four-Door Car,640.584145
KL29678,Oregon,F,Master,,43610.0,106.0,0,Personal Auto,Sports Car,508.8
HL84679,Oregon,F,Bachelor,,0.0,91.0,0,Personal Auto,Four-Door Car,436.8
GH94657,California,M,Bachelor,,14660.0,61.0,0,Personal Auto,Four-Door Car,396.608751
EZ71780,Arizona,F,High School or Below,,26864.0,78.0,0,Special Auto,Four-Door Car,374.4
BW76745,Oregon,M,Doctor,,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904
TN64240,California,F,Bachelor,,42582.0,99.0,0,Corporate Auto,Four-Door Car,629.344642
AE23906,Arizona,M,College,,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
CX20455,Arizona,M,College,,0.0,102.0,0,Corporate Auto,SUV,489.6
KX18446,Washington,M,High School or Below,,56980.0,84.0,0,Corporate Auto,Two-Door Car,599.000883
NR66922,Oregon,M,Master,,98254.0,94.0,3,Corporate Auto,Four-Door Car,229.711908
PQ27923,Washington,M,Master,,71737.0,79.0,0,Personal Auto,Two-Door Car,338.79562000000004
No81415,Arizona,M,Bachelor,,31177.0,79.0,0,Personal Auto,Four-Door Car,905.699717
OI48534,California,F,High School or Below,,98338.0,65.0,0,Personal Auto,Four-Door Car,35.597288
FH83537,California,F,High School or Below,,0.0,106.0,0,Personal Auto,Sports Car,879.42749
VH94792,California,F,Bachelor,,0.0,65.0,0,Special Auto,Four-Door Car,312.0
VD37089,Washington,M,College,,29938.0,90.0,0,Corporate Auto,Four-Door Car,562.4265849999999
UW68708,California,F,Bachelor,,0.0,69.0,0,Personal Auto,Four-Door Car,496.8
PV39600,California,M,Bachelor,,24285.0,111.0,0,Personal Auto,Two-Door Car,1257.527908
ZD42919,California,M,Master,,32983.0,113.0,0,Personal Auto,SUV,466.81627000000003
ZX68434,California,F,Doctor,,0.0,134.0,0,Personal Auto,SUV,643.2
CH81088,Oregon,F,Bachelor,,71333.0,93.0,0,Personal Auto,Four-Door Car,343.755209
SV68939,Arizona,F,Master,,33157.0,124.0,0,Personal Auto,SUV,286.00396800000004
WI81695,Oregon,F,College,,0.0,91.0,0,Personal Auto,Four-Door Car,436.8
OU50429,California,M,Bachelor,,36580.0,64.0,1,Personal Auto,Four-Door Car,460.8
TE44937,Oregon,F,High School or Below,,11432.0,119.0,0,Personal Auto,SUV,571.2
GC29421,California,F,High School or Below,,78596.0,73.0,0,Personal Auto,Four-Door Car,106.26765900000001
RF71693,Arizona,F,Bachelor,,35143.0,65.0,0,Corporate Auto,Four-Door Car,171.18401599999999
JZ22920,Arizona,M,Master,,29606.0,81.0,0,Personal Auto,Four-Door Car,438.276898
ZL68596,Arizona,M,Master,,53228.0,73.0,0,Special Auto,Four-Door Car,137.195447
GV91160,Oregon,F,High School or Below,,10312.0,78.0,0,Personal Auto,Four-Door Car,486.27855700000003
PC80039,Oregon,F,Bachelor,,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515
RH72839,Nevada,F,High School or Below,,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8
SV15363,California,M,High School or Below,,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0
CN17219,Oregon,M,College,,27961.0,72.0,0,Personal Auto,Two-Door Car,345.6
ZM84839,California,F,College,,92777.0,68.0,2,Personal Auto,Two-Door Car,158.041549
ZO31878,Oregon,F,Master,,55992.0,67.0,0,Personal Auto,Four-Door Car,191.409775
BU70181,Arizona,M,Master,,88997.0,72.0,0,Personal Auto,Four-Door Car,174.041566
RN20799,Arizona,F,High School or Below,,21926.0,63.0,0,Personal Auto,Four-Door Car,302.4
VF58561,Oregon,F,Bachelor,,82413.0,62.0,0,Personal Auto,Four-Door Car,297.6
HU26687,California,M,Bachelor,,48008.0,73.0,4,Personal Auto,Four-Door Car,137.081716
VT84289,California,F,College,,87796.0,74.0,0,Personal Auto,Four-Door Car,355.2
ZG17326,Oregon,M,Bachelor,,38928.0,64.0,0,Personal Auto,Four-Door Car,326.66005099999995
ZR84007,Arizona,M,Bachelor,,58779.0,64.0,1,Personal Auto,Four-Door Car,307.2
WM17695,Washington,F,Doctor,,98912.0,135.0,0,Personal Auto,SUV,714.831947
YR76491,Oregon,F,College,,0.0,137.0,0,Personal Auto,SUV,32.978158
NY93341,Arizona,F,High School or Below,,33882.0,114.0,0,Personal Auto,SUV,272.835064
BC87161,Oregon,M,Bachelor,,92296.0,69.0,0,Personal Auto,Two-Door Car,331.2
PW23851,Oregon,F,Bachelor,,63287.0,127.0,0,Personal Auto,SUV,617.202619
UM73815,Arizona,F,High School or Below,,74871.0,178.0,0,Personal Auto,SUV,854.4
HW19506,Arizona,F,High School or Below,,37995.0,139.0,0,Personal Auto,SUV,667.2
JF90784,California,F,High School or Below,,0.0,139.0,1,Personal Auto,SUV,1389.1401210000001
OW15518,Washington,F,College,,0.0,87.0,1,Personal Auto,Two-Door Car,46.041452
BR28896,Nevada,M,High School or Below,,64706.0,81.0,0,Personal Auto,Two-Door Car,372.90968599999997
PD32943,Oregon,M,Bachelor,,0.0,64.0,1,Personal Auto,Four-Door Car,307.2
GM83516,Arizona,M,College,,29500.0,67.0,0,Corporate Auto,Four-Door Car,321.6
BK15048,Arizona,M,College,,0.0,69.0,1,Personal Auto,Four-Door Car,496.8
RA27021,Nevada,F,Bachelor,,26410.0,91.0,0,Corporate Auto,Four-Door Car,184.516188
JW15941,California,M,Master,,97832.0,95.0,0,Personal Auto,Two-Door Car,107.661239
GP20408,Oregon,F,College,,94903.0,94.0,0,Personal Auto,Two-Door Car,451.2
AM57175,Oregon,F,High School or Below,,62473.0,76.0,1,Personal Auto,Four-Door Car,507.560729
RI40862,Nevada,M,College,,85704.0,69.0,0,Personal Auto,Four-Door Car,325.395532
EY86980,Oregon,M,Bachelor,,74270.0,78.0,0,Corporate Auto,Two-Door Car,122.48648600000001
FG24850,Oregon,F,Master,,22886.0,65.0,0,Personal Auto,Four-Door Car,312.0
JB39997,California,F,College,,36464.0,78.0,0,Personal Auto,Four-Door Car,93.515817
CG43444,California,F,Bachelor,,33599.0,80.0,0,Personal Auto,Four-Door Car,111.26548600000001
ZG69918,Oregon,M,College,,20819.0,73.0,1,Special Auto,Four-Door Car,206.86342199999999
GM70734,California,F,College,,29095.0,91.0,1,Corporate Auto,Two-Door Car,280.800938
PM14429,California,M,College,,30852.0,88.0,0,Personal Auto,Four-Door Car,318.866388
FD55376,California,M,High School or Below,,48448.0,74.0,1,Corporate Auto,Four-Door Car,355.2
PS25185,Washington,F,Bachelor,,20079.0,110.0,0,Corporate Auto,Two-Door Car,528.0
YE70791,California,M,High School or Below,,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
UN52560,Arizona,M,Bachelor,,47669.0,80.0,0,Personal Auto,Four-Door Car,384.0
SS95187,Arizona,M,Bachelor,,40794.0,87.0,0,Personal Auto,Four-Door Car,334.452807
OU62959,California,M,Bachelor,,95340.0,198.0,2,Personal Auto,Luxury SUV,808.844338
ZV36800,Oregon,M,Bachelor,,14476.0,113.0,0,Corporate Auto,Sports Car,542.4
XF83901,Arizona,F,College,,0.0,105.0,0,Personal Auto,Four-Door Car,756.0
RE12758,California,M,High School or Below,,26116.0,85.0,0,Personal Auto,Four-Door Car,612.0
CH97666,California,M,Bachelor,,12454.0,100.0,0,Personal Auto,Sports Car,720.0
NU25698,Oregon,F,High School or Below,,48245.0,121.0,3,Personal Auto,SUV,580.8
ZV80216,Oregon,M,High School or Below,,0.0,153.0,0,Personal Auto,SUV,1027.0000289999998
PB47955,Oregon,F,Bachelor,,0.0,119.0,0,Personal Auto,SUV,856.8
BD36887,Nevada,F,College,,37478.0,105.0,0,Personal Auto,Sports Car,653.685468
JG65202,Oregon,M,High School or Below,,0.0,74.0,0,Personal Auto,Two-Door Car,568.798455
YV76240,Oregon,F,College,,45732.0,134.0,0,Corporate Auto,SUV,611.918994
LN28900,California,M,Bachelor,,0.0,85.0,0,Personal Auto,Four-Door Car,612.0
IN77241,Washington,M,Bachelor,,65978.0,67.0,0,Corporate Auto,Two-Door Car,251.79586899999998
DI42246,Arizona,M,College,,0.0,62.0,0,Personal Auto,Four-Door Car,325.88607
SE86346,Nevada,F,College,,58467.0,65.0,0,Corporate Auto,Four-Door Car,452.915621
FK46365,Washington,F,College,,82427.0,102.0,0,Personal Auto,SUV,489.6
XW93623,Nevada,M,Bachelor,,33811.0,184.0,0,Personal Auto,Luxury SUV,587.37679
FJ62579,Oregon,M,High School or Below,,0.0,183.0,2,Personal Auto,Luxury SUV,878.4
ZZ22193,California,F,Master,,37675.0,71.0,0,Personal Auto,Four-Door Car,380.919824
ZY77695,Arizona,M,Bachelor,,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
ZJ65064,California,F,College,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
FA59186,California,M,High School or Below,,0.0,67.0,0,Personal Auto,Two-Door Car,482.4
XS74336,Washington,F,High School or Below,,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
RT80802,Nevada,M,College,,19851.0,102.0,0,Personal Auto,Sports Car,220.03858799999998
KN65809,Washington,F,High School or Below,,0.0,99.0,0,Personal Auto,Four-Door Car,475.2
QF17381,Arizona,F,Bachelor,,0.0,62.0,0,Corporate Auto,Four-Door Car,740.838216
JF16897,Oregon,F,High School or Below,,28360.0,73.0,0,Personal Auto,Four-Door Car,863.9099890000001
PB90912,California,M,High School or Below,,70833.0,193.0,0,Personal Auto,Luxury SUV,926.4
CH50339,Arizona,F,Master,,0.0,69.0,1,Corporate Auto,Four-Door Car,470.275242
GU41198,California,F,Bachelor,,62421.0,80.0,2,Corporate Auto,Four-Door Car,384.0
CT96082,Oregon,F,Bachelor,,13933.0,62.0,0,Corporate Auto,Two-Door Car,49.364253999999995
KP26590,Nevada,F,Bachelor,,40513.0,96.0,1,Personal Auto,Four-Door Car,151.589577
ZQ51896,Oregon,M,College,,0.0,108.0,0,Special Auto,SUV,777.6
BI34286,Oregon,M,Master,,47259.0,81.0,0,Corporate Auto,Four-Door Car,388.8
XJ97760,California,M,Master,,35039.0,61.0,0,Personal Auto,Four-Door Car,254.30899100000002
CO71128,California,F,College,,0.0,190.0,0,Personal Auto,Luxury SUV,1368.0
SJ88799,Washington,M,High School or Below,,92539.0,101.0,0,Personal Auto,Four-Door Car,707.408058
RC74014,Oregon,F,College,,0.0,71.0,0,Special Auto,Two-Door Car,849.666647
CP66511,Oregon,M,High School or Below,,92038.0,65.0,2,Personal Auto,Two-Door Car,178.408186
JG13893,Nevada,M,Bachelor,,51789.0,61.0,0,Corporate Auto,Two-Door Car,435.835125
ER49844,Arizona,M,College,,61972.0,64.0,2,Personal Auto,Four-Door Car,138.961963
AU91447,Oregon,M,Doctor,,40870.0,105.0,0,Special Auto,SUV,504.0
SK58227,California,F,High School or Below,,52583.0,113.0,0,Personal Auto,SUV,528.2008599999999
HG23705,Arizona,F,Bachelor,,79681.0,73.0,1,Personal Auto,Four-Door Car,9.160139
MV93555,Oregon,F,High School or Below,,69792.0,137.0,0,Personal Auto,SUV,696.757797
VQ20924,Arizona,F,High School or Below,,19794.0,93.0,0,Corporate Auto,Two-Door Car,603.077136
AR59416,Oregon,M,High School or Below,,0.0,113.0,0,Personal Auto,SUV,542.4
DF65548,California,F,Master,,26680.0,106.0,0,Personal Auto,Two-Door Car,508.8
PA28328,California,F,College,,93272.0,95.0,0,Corporate Auto,Four-Door Car,281.110788
WY31530,Oregon,M,Doctor,,0.0,68.0,0,Personal Auto,Two-Door Car,87.272319
LV89056,California,F,Bachelor,,0.0,91.0,1,Personal Auto,Four-Door Car,655.2
KC49055,Oregon,M,Bachelor,,21835.0,92.0,0,Personal Auto,Two-Door Car,621.617047
RA62150,Arizona,F,College,,0.0,116.0,0,Personal Auto,SUV,899.6371800000001
OY70124,Washington,F,Bachelor,,73054.0,106.0,1,Personal Auto,SUV,419.36595800000003
OT94107,Oregon,F,Bachelor,,35551.0,81.0,1,Personal Auto,Four-Door Car,565.1085009999999
CF27806,California,F,Bachelor,,54507.0,138.0,0,Personal Auto,SUV,702.990032
EK50729,Oregon,M,Bachelor,,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
TF53472,Oregon,F,Bachelor,,41336.0,68.0,0,Personal Auto,Four-Door Car,263.090605
PG50529,California,F,High School or Below,,31972.0,70.0,0,Personal Auto,Four-Door Car,416.2618
QT46509,Oregon,M,College,,20416.0,93.0,0,Personal Auto,Four-Door Car,446.4
LI72489,Nevada,M,Bachelor,,46338.0,193.0,0,Corporate Auto,SUV,19.46445
MF74413,Oregon,M,High School or Below,,0.0,131.0,0,Personal Auto,SUV,628.8
SI58884,California,M,College,,17220.0,105.0,0,Personal Auto,SUV,504.0
KG53604,Oregon,M,College,,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
XB97091,Arizona,F,High School or Below,,53602.0,115.0,0,Personal Auto,Sports Car,295.335363
JS12902,Oregon,F,High School or Below,,24732.0,107.0,0,Corporate Auto,Sports Car,72.77155400000001
LL14393,Oregon,M,High School or Below,,23867.0,65.0,0,Personal Auto,Four-Door Car,312.0
UJ71101,California,M,High School or Below,,0.0,124.0,0,Personal Auto,Sports Car,928.817071
ZY95807,California,M,Bachelor,,0.0,180.0,0,Corporate Auto,Luxury SUV,864.0
GA72966,Oregon,F,Bachelor,,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0
WS36101,Oregon,M,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
GY88677,Oregon,F,Bachelor,,46268.0,199.0,1,Personal Auto,Sports Car,842.000858
XT45580,Oregon,F,College,,60759.0,104.0,0,Corporate Auto,SUV,499.2
RY23571,California,F,Bachelor,,75615.0,65.0,5,Personal Auto,Four-Door Car,156.54837
NB82190,Oregon,M,College,,73742.0,68.0,0,Personal Auto,Two-Door Car,27.210991999999997
XG14438,Arizona,M,College,,0.0,126.0,0,Personal Auto,SUV,604.8
TQ84956,California,M,High School or Below,,55687.0,276.0,0,Corporate Auto,Luxury SUV,1324.8
FV58292,Oregon,M,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.44307699999996
EF52334,Washington,M,Bachelor,,0.0,93.0,0,Personal Auto,Four-Door Car,669.6
ZV17267,Oregon,F,Bachelor,,37056.0,92.0,0,Personal Auto,Four-Door Car,441.6
RH71877,Arizona,F,College,,12964.0,65.0,0,Personal Auto,Two-Door Car,362.77454500000005
GS23406,California,F,High School or Below,,30916.0,70.0,0,Personal Auto,Four-Door Car,21.143072
VZ66567,California,M,Bachelor,,0.0,106.0,0,Personal Auto,SUV,508.8
VP57785,Oregon,F,College,,12964.0,65.0,0,Personal Auto,Two-Door Car,362.77454500000005
NS51605,Oregon,M,Master,,26057.0,74.0,0,Personal Auto,Four-Door Car,523.8888450000001
QV48556,Arizona,F,Master,,29981.0,71.0,0,Corporate Auto,Two-Door Car,340.8
PR10005,Oregon,M,Bachelor,,85210.0,74.0,0,Personal Auto,Four-Door Car,100.517679
IF80474,Washington,M,College,,86653.0,111.0,0,Personal Auto,Four-Door Car,277.201278
NE73773,Oregon,M,High School or Below,,0.0,113.0,0,Personal Auto,SUV,542.4
WM72573,California,M,College,,22872.0,131.0,2,Personal Auto,SUV,754.845659
NX71501,California,F,Doctor,,42889.0,74.0,0,Personal Auto,Four-Door Car,177.321283
LR79755,California,M,College,,74034.0,72.0,0,Personal Auto,Four-Door Car,267.415871
KC26486,Arizona,F,Bachelor,,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0
